Model;Decoration;K;Llk;AIC;BIC
GTR;+G+I;61;-1048,85566;2219,71132;2441,43348
GTR;+G;60;-1050,10125;2220,20250;2438,28987
GTR;+I;60;-1050,73027;2221,46054;2439,54791
TN93;+G+I;58;-1058,45302;2232,90604;2443,72383
GTR;;59;-1125,40067;2368,80134;2583,25392
