Model;Decoration;K;Llk;AIC;BIC
GTR;+I;60;-1351,27826;2822,55652;3040,64389
GTR;+G+I;61;-1350,35880;2822,71760;3044,43976
GTR;+G;60;-1352,47977;2824,95954;3043,04691
TN93;+I;57;-1363,14197;2840,28394;3047,46694
GTR;;59;-1386,38012;2890,76024;3105,21282
