Model;Decoration;K;Llk;AIC;BIC
K80;+I;53;-662,57650;1431,15300;1584,73850
K80;+G;53;-662,90513;1431,81026;1585,39576
K80;+G+I;54;-662,54253;1433,08506;1589,56840
HKY85;+I;56;-661,60463;1435,20926;1597,48828
TN93;+I;57;-660,62906;1435,25812;1600,43498
GTR;+I;60;-658,93132;1437,86264;1611,73302
GTR;+G;60;-659,41021;1438,82042;1612,69080
GTR;+G+I;61;-658,88960;1439,77920;1616,54742
K80;;52;-676,39664;1456,79328;1607,48094
GTR;;59;-669,80259;1457,60518;1628,57772
