Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;56;-1509,22421;3130,44842;3339,87682
HKY85;+G+I;57;-1508,98743;3131,97486;3345,14305
TN93;+G;57;-1509,04624;3132,09248;3345,26067
GTR;+G;60;-1507,41306;3134,82612;3359,21369
GTR;+G+I;61;-1507,31605;3136,63210;3364,75946
HKY85;+I;56;-1521,70474;3155,40948;3364,83788
GTR;+I;60;-1519,48184;3158,96368;3383,35125
K80;+G;53;-1528,84178;3163,68356;3361,89258
GTR;;59;-1558,66576;3235,33152;3455,97930
HKY85;;55;-1563,34536;3236,69072;3442,37933
