Model;Decoration;K;Llk;AIC;BIC
GTR;+G;60;-666,67393;1453,34786;1628,10715
GTR;+G+I;61;-665,80107;1453,60214;1631,27408
GTR;+I;60;-667,21767;1454,43534;1629,19463
TN93;+G;57;-673,97775;1461,95550;1627,97682
GTR;;59;-696,89685;1511,79370;1683,64033
