Model;Decoration;K;Llk;AIC;BIC
GTR;+G;60;-587,55272;1295,10544;1457,13426
TN93;+G;57;-590,77329;1295,54658;1449,47396
GTR;+G+I;61;-587,55571;1297,11142;1461,84072
GTR;+I;60;-589,51417;1299,02834;1461,05716
GTR;;59;-601,39108;1320,78216;1480,11050
