Model;Decoration;K;Llk;AIC;BIC
GTR;+G;60;-781,92979;1683,85958;1886,09786
GTR;+I;60;-782,46024;1684,92048;1887,15876
GTR;+G+I;61;-781,93016;1685,86032;1891,46923
TN93;+G;57;-788,02017;1690,04034;1882,16670
GTR;;59;-800,43689;1718,87378;1917,74142
