Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-2993,85980;6059,71960;6236,25450
GTR;+G;36;-2994,25259;6060,50518;6237,04008
GTR;+G+I;37;-2994,25277;6062,50554;6243,94418
TN93;+I;33;-3007,45915;6080,91830;6242,74195
GTR;;35;-3041,81140;6153,62280;6325,25395
