Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-644,83555;1361,67110;1481,12341
GTR;+I;36;-644,93569;1361,87138;1481,32369
GTR;;35;-646,34901;1362,69802;1478,83221
GTR;+G+I;37;-644,85255;1363,70510;1486,47553
TN93;+G;33;-656,00366;1378,00732;1487,50527
