Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-4098,91224;8269,82448;8461,10041
GTR;+G;36;-4099,31452;8270,62904;8461,90497
GTR;+G+I;37;-4099,31446;8272,62892;8469,21807
TN93;+I;33;-4112,36229;8290,72458;8466,06085
GTR;;35;-4137,33132;8344,66264;8530,62535
