Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;32;-1589,15452;3242,30904;3385,32505
HKY85;+G;32;-1589,23682;3242,47364;3385,48965
TN93;+I;33;-1588,95700;3243,91400;3391,39926
HKY85;+G+I;33;-1589,23701;3244,47402;3391,95928
GTR;+I;36;-1587,19951;3246,39902;3407,29203
GTR;+G;36;-1587,30838;3246,61676;3407,50977
GTR;+G+I;37;-1587,30851;3248,61702;3413,97928
K80;+I;29;-1608,94668;3275,89336;3405,50161
HKY85;;31;-1613,83735;3289,67470;3428,22145
GTR;;35;-1611,73862;3293,47724;3449,90100
