Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-5807,06284;11686,12568;11878,81355
GTR;+G+I;37;-5807,06921;11688,13842;11886,17874
GTR;+I;36;-5810,89429;11693,78858;11886,47645
GTR;;35;-5837,94485;11745,88970;11933,22513
TN93;+G;33;-5879,79320;11825,58640;12002,21695
