Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-556,34447;1184,68894;1311,31724
GTR;+G;36;-556,97621;1185,95242;1312,58072
GTR;+G+I;37;-556,34306;1186,68612;1316,83187
TN93;+I;33;-563,32033;1192,64066;1308,71660
GTR;;35;-570,17377;1210,34754;1333,45839
