Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-2053,15028;4178,30056;4340,02119
GTR;+I;36;-2053,76101;4179,52202;4341,24265
GTR;+G+I;37;-2053,10099;4180,20198;4346,41485
GTR;;35;-2066,06296;4202,12592;4359,35431
TN93;+G;33;-2068,18071;4202,36142;4350,60533
