Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-827,27954;1726,55908;1860,25346
GTR;+I;36;-827,95359;1727,90718;1861,60156
GTR;+G+I;37;-827,01067;1728,02134;1865,42945
TN93;+G;33;-834,85556;1735,71112;1858,26430
GTR;;35;-839,37616;1748,75232;1878,73296
