Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;32;-453,58036;971,16072;1064,12951
HKY85;+I;32;-453,80520;971,61040;1064,57919
TN93;+G;33;-453,02249;972,04498;1067,91904
HKY85;+G+I;33;-453,58891;973,17782;1069,05188
GTR;+G;36;-451,01273;974,02546;1078,61535
GTR;+I;36;-451,45911;974,91822;1079,50811
GTR;+G+I;37;-451,02294;976,04588;1083,54104
GTR;;35;-454,64257;979,28514;1080,96975
HKY85;;31;-458,75643;979,51286;1069,57637
K80;+G;29;-460,98251;979,96502;1064,21798
