Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-1309,96771;2691,93542;2838,89530
GTR;+I;36;-1310,22813;2692,45626;2839,41614
GTR;+G+I;37;-1309,97143;2693,94286;2844,98495
TN93;+G;33;-1316,21686;2698,43372;2833,14694
GTR;;35;-1319,31353;2708,62706;2851,50472
