Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-831,57720;1735,15440;1884,26774
GTR;+G;36;-831,58819;1735,17638;1884,28972
GTR;;35;-833,38509;1736,77018;1881,74148
GTR;+G+I;37;-831,58826;1737,17652;1890,43190
TN93;+I;33;-836,09338;1738,18676;1874,87399
