Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-1097,16391;2266,32782;2394,65055
GTR;+G+I;37;-1097,16344;2268,32688;2400,21413
GTR;+I;36;-1098,31601;2268,63202;2396,95475
TN93;+G;33;-1109,98720;2285,97440;2403,60357
GTR;;35;-1108,60267;2287,20534;2411,96355
