Model;Decoration;K;Llk;AIC;BIC
TN93;+G;33;-1315,35739;2696,71478;2827,85049
TN93;+G+I;34;-1314,99479;2697,98958;2833,09910
GTR;+G;36;-1313,06374;2698,12748;2841,18462
HKY85;+G;32;-1317,57296;2699,14592;2826,30782
GTR;+G+I;37;-1312,69153;2699,38306;2846,41401
TN93;+I;33;-1317,34942;2700,69884;2831,83455
GTR;+I;36;-1315,31382;2702,62764;2845,68478
TN93;;32;-1338,27863;2740,55726;2867,71916
GTR;;35;-1335,40809;2740,81618;2879,89951
