Model;Decoration;K;Llk;AIC;BIC
GTR;+G+I;37;-5352,92699;10779,85398;10990,64746
GTR;+I;36;-5354,81881;10781,63762;10986,73398
GTR;+G;36;-5355,07192;10782,14384;10987,24020
TN93;+G+I;34;-5367,24014;10802,48028;10996,18240
GTR;;35;-5460,00437;10990,00874;11189,40798
