Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-1245,18903;2562,37806;2701,36636
GTR;+G;36;-1245,44475;2562,88950;2701,87780
GTR;+G+I;37;-1245,13800;2564,27600;2707,12509
GTR;;35;-1254,28128;2578,56256;2713,69007
TN93;+I;33;-1257,22865;2580,45730;2707,86324
