Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-1289,86950;2651,73900;2795,06991
GTR;+G+I;37;-1289,87512;2653,75024;2801,06256
GTR;+I;36;-1290,92872;2653,85744;2797,18835
TN93;+G;33;-1296,17282;2658,34564;2789,73230
GTR;;35;-1296,85246;2663,70492;2803,05441
