Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-3663,83921;7399,67842;7577,90775
GTR;+G+I;37;-3663,80315;7401,60630;7584,78644
GTR;+I;36;-3668,64114;7409,28228;7587,51161
GTR;;35;-3701,36225;7472,72450;7646,00301
TN93;+G;33;-3703,65871;7473,31742;7636,69430
