Model;Decoration;K;Llk;AIC;BIC
GTR;;35;-631,00481;1332,00962;1461,64200
GTR;+I;36;-630,92441;1333,84882;1467,18498
GTR;+G;36;-630,94743;1333,89486;1467,23102
GTR;+G+I;37;-630,92175;1335,84350;1472,88345
TN93;;32;-642,76683;1349,53366;1468,05469
