Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-2707,54751;5487,09502;5664,06106
GTR;+I;36;-2708,22706;5488,45412;5665,42016
GTR;+G+I;37;-2707,52387;5489,04774;5670,92950
TN93;+G;33;-2723,36697;5512,73394;5674,95281
GTR;;35;-2722,75334;5515,50668;5687,55700
