Model;Decoration;K;Llk;AIC;BIC
GTR;+G+I;37;-8604,06090;17282,12180;17493,26647
GTR;+G;36;-8605,73868;17283,47736;17488,91542
GTR;+I;36;-8623,34422;17318,68844;17524,12650
TN93;+G+I;34;-8694,06919;17456,13838;17650,16321
GTR;;35;-8797,48594;17664,97188;17864,70333
