Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;32;-1493,01170;3050,02340;3189,58507
HKY85;+I;32;-1493,26225;3050,52450;3190,08617
HKY85;+G+I;33;-1492,56380;3051,12760;3195,05058
TN93;+G;33;-1492,93502;3051,87004;3195,79302
GTR;+G;36;-1492,59001;3057,18002;3214,18690
GTR;+I;36;-1492,85644;3057,71288;3214,71976
GTR;+G+I;37;-1492,13122;3058,26244;3219,63063
K80;+G;29;-1512,57333;3083,14666;3209,62443
HKY85;;31;-1524,74950;3111,49900;3246,69937
GTR;;35;-1524,44547;3118,89094;3271,53652
