Model;Decoration;K;Llk;AIC;BIC
TN93;+G;33;-1075,65980;2217,31960;2356,66461
TN93;+I;33;-1075,68571;2217,37142;2356,71643
TN93;+G+I;34;-1075,30390;2218,60780;2362,17539
HKY85;+G;32;-1077,60698;2219,21396;2354,33640
GTR;+G;36;-1074,87660;2221,75320;2373,76594
GTR;+I;36;-1074,92046;2221,84092;2373,85366
GTR;+G+I;37;-1074,54455;2223,08910;2379,32442
TN93;;32;-1085,83461;2235,66922;2370,79166
GTR;;35;-1084,80035;2239,60070;2387,39086
