Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-2155,99709;4383,99418;4547,15821
GTR;+I;36;-2156,01931;4384,03862;4547,20265
GTR;+G+I;37;-2155,95214;4385,90428;4553,60064
GTR;;35;-2158,78117;4387,56234;4546,19404
TN93;+G;33;-2183,00539;4432,01078;4581,57781
