Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-6190,07843;12452,15686;12655,68267
GTR;+G+I;37;-6190,02781;12454,05562;12663,23493
GTR;+I;36;-6193,22585;12458,45170;12661,97751
GTR;;35;-6227,52094;12525,04188;12722,91420
TN93;+G;33;-6234,93220;12535,86440;12722,42973
