Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-2741,85877;5555,71754;5747,91751
GTR;+G;36;-2742,68570;5557,37140;5749,57137
GTR;+G+I;37;-2741,85797;5557,71594;5755,25480
GTR;;35;-2756,78229;5583,56458;5770,42566
TN93;+I;33;-2763,43610;5592,87220;5769,05550
