Model;Decoration;K;Llk;AIC;BIC
GTR;+G+I;37;-3997,67622;8069,35244;8266,52890
GTR;+G;36;-3999,08867;8070,17734;8262,02471
GTR;+I;36;-4000,00233;8072,00466;8263,85203
TN93;+G+I;34;-4009,83378;8087,66756;8268,85674
GTR;;35;-4068,09031;8206,18062;8392,69890
