Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-415,06349;902,12698;1018,25386
GTR;+I;36;-415,07802;902,15604;1018,28292
GTR;+G+I;37;-415,05181;904,10362;1023,45624
TN93;+G;33;-419,45820;904,91640;1011,36604
GTR;;35;-417,51720;905,03440;1017,93553
