Model;Decoration;K;Llk;AIC;BIC
GTR;+G+I;37;-4142,94407;8359,88814;8557,35480
GTR;+G;36;-4147,66753;8367,33506;8559,46478
GTR;+I;36;-4150,08455;8372,16910;8564,29882
TN93;+G+I;34;-4153,12422;8374,24844;8555,70429
GTR;;35;-4228,27476;8526,54952;8713,34231
