Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-2480,62719;5033,25438;5202,61329
GTR;+G+I;37;-2480,36216;5034,72432;5208,78765
GTR;+I;36;-2482,21626;5036,43252;5205,79143
TN93;+G;33;-2496,67708;5059,35416;5214,59983
GTR;;35;-2510,36153;5090,72306;5255,37756
