Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-1627,91103;3327,82206;3483,30491
GTR;+G+I;37;-1626,98242;3327,96484;3487,76666
GTR;+I;36;-1630,53223;3333,06446;3488,54731
TN93;+G;33;-1636,79706;3339,59412;3482,12006
GTR;;35;-1658,71533;3387,43066;3538,59454
