Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-4738,85903;9549,71806;9740,99399
GTR;+G+I;37;-4738,56055;9551,12110;9747,71025
GTR;+I;36;-4739,78746;9551,57492;9742,85085
TN93;+G;33;-4773,58576;9613,17152;9788,50779
GTR;;35;-4797,68073;9665,36146;9851,32417
