Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-672,00728;1416,01456;1538,99417
GTR;+I;36;-672,13031;1416,26062;1539,24023
GTR;+G+I;37;-672,00759;1418,01518;1544,41089
TN93;+G;33;-677,59089;1421,18178;1533,91309
GTR;;35;-683,79049;1437,58098;1557,14449
