Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-1027,03364;2126,06728;2259,04163
GTR;+I;36;-1027,13396;2126,26792;2259,24227
GTR;+G+I;37;-1026,84344;2127,68688;2264,35496
TN93;+G;33;-1031,07324;2128,14648;2250,03964
GTR;;35;-1040,77412;2151,54824;2280,82886
