Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-2015,00828;4102,01656;4268,05003
GTR;+I;36;-2015,50224;4103,00448;4269,03795
GTR;+G+I;37;-2014,54634;4103,09268;4273,73819
TN93;+G;33;-2026,10401;4118,20802;4270,40537
GTR;;35;-2050,90219;4171,80438;4333,22581
