Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-1491,73798;3055,47596;3209,97244
GTR;+G;36;-1491,80239;3055,60478;3210,10126
GTR;+G+I;37;-1491,80241;3057,60482;3216,39287
TN93;+I;33;-1502,86610;3071,73220;3213,35398
GTR;;35;-1502,78484;3075,56968;3225,77459
