Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-2493,61698;5059,23396;5231,63694
GTR;+G+I;37;-2493,60932;5061,21864;5238,41059
GTR;+I;36;-2495,27624;5062,55248;5234,95546
TN93;+G;33;-2509,61068;5085,22136;5243,25742
GTR;;35;-2508,66995;5087,33990;5254,95391
