Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-3318,83254;6709,66508;6892,27226
GTR;+G+I;37;-3317,87402;6709,74804;6897,42765
GTR;+I;36;-3321,06588;6714,13176;6896,73894
TN93;+G;33;-3345,50803;6757,01606;6924,40598
GTR;;35;-3376,95965;6823,91930;7001,45406
