Model;Decoration;K;Llk;AIC;BIC
TN93;;32;-680,69374;1425,38748;1550,53297
TN93;+G;33;-680,69166;1427,38332;1556,43960
TN93;+I;33;-680,69494;1427,38988;1556,44616
GTR;;35;-678,92409;1427,84818;1564,72606
HKY85;;31;-683,34722;1428,69444;1549,92913
TN93;+G+I;34;-680,69299;1429,38598;1562,35306
GTR;+G;36;-678,92191;1429,84382;1570,63249
GTR;+I;36;-678,92444;1429,84888;1570,63755
GTR;+G+I;37;-678,92297;1431,84594;1576,54541
