Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-1519,48100;3110,96200;3269,07101
GTR;+I;36;-1519,88046;3111,76092;3269,86993
GTR;+G+I;37;-1519,33432;3112,66864;3275,16957
TN93;+G;33;-1528,92011;3123,84022;3268,77348
GTR;;35;-1536,85933;3143,71866;3297,43575
