Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-5744,56562;11561,13124;11769,01091
GTR;+G;36;-5744,58080;11561,16160;11769,04127
GTR;+G+I;37;-5743,84913;11561,69826;11775,35237
TN93;+I;33;-5754,32447;11574,64894;11765,20531
GTR;;35;-5835,12993;11740,25986;11942,36510
