Model;Decoration;K;Llk;AIC;BIC
TN93;+G+I;34;-2579,70448;5227,40896;5396,22169
GTR;+G+I;37;-2576,85884;5227,71768;5411,42565
TN93;+G;33;-2581,10327;5228,20654;5392,05419
GTR;+G;36;-2578,32433;5228,64866;5407,39155
TN93;+I;33;-2582,30871;5230,61742;5394,46507
GTR;+I;36;-2579,63257;5231,26514;5410,00803
HKY85;+G+I;33;-2584,79811;5235,59622;5399,44387
TN93;;32;-2615,32021;5294,64042;5453,52299
GTR;;35;-2612,60796;5295,21592;5468,99373
