Model;Decoration;K;Llk;AIC;BIC
HKY85;;31;-389,74877;841,49754;943,89999
HKY85;+G;32;-388,89606;841,79212;947,49787
HKY85;+I;32;-388,90338;841,80676;947,51251
TN93;;32;-389,72929;843,45858;949,16433
HKY85;+G+I;33;-388,89517;843,79034;952,79940
GTR;;35;-388,31536;846,63072;962,24639
GTR;+I;36;-387,50299;847,00598;965,92495
GTR;+G;36;-387,50988;847,01976;965,93873
GTR;+G+I;37;-387,51299;849,02598;971,24826
K80;;28;-401,92597;859,85194;952,34447
