Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;32;-278,75166;621,50332;709,06167
TN93;+G;33;-277,81975;621,63950;711,93404
HKY85;+I;32;-278,87363;621,74726;709,30561
K80;+G;29;-282,04166;622,08332;701,43307
HKY85;+G+I;33;-278,58013;623,16026;713,45480
GTR;+G;36;-277,17923;626,35846;724,86160
GTR;+I;36;-277,20422;626,40844;724,91158
GTR;+G+I;37;-277,13872;628,27744;729,51678
HKY85;;31;-283,20364;628,40728;713,22943
GTR;;35;-281,47391;632,94782;728,71476
