Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-9478,73343;19029,46686;19248,43334
GTR;+G+I;37;-9478,42092;19030,84184;19255,89072
GTR;+I;36;-9487,18451;19046,36902;19265,33550
TN93;+G;33;-9527,72746;19121,45492;19322,17419
GTR;;35;-9549,40220;19168,80440;19381,68847
