Model;Decoration;K;Llk;AIC;BIC
GTR;+G+I;37;-3561,92591;7197,85182;7392,38700
GTR;+I;36;-3563,46922;7198,93844;7388,21591
TN93;+G+I;34;-3567,46899;7202,93798;7381,70004
GTR;+G;36;-3566,63362;7205,26724;7394,54471
GTR;;35;-3678,03649;7426,07298;7610,09274
