Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-627,20912;1326,41824;1452,16845
GTR;+I;36;-627,24131;1326,48262;1452,23283
GTR;+G+I;37;-626,33847;1326,67694;1455,92021
TN93;+G;33;-631,88459;1329,76918;1445,04020
GTR;;35;-643,71630;1357,43260;1479,68975
