Model;Decoration;K;Llk;AIC;BIC
GTR;+G;36;-3521,09606;7114,19212;7294,03970
GTR;+G+I;37;-3520,68961;7115,37922;7300,22256
GTR;+I;36;-3523,82141;7119,64282;7299,49040
TN93;+G;33;-3557,78361;7181,56722;7346,42750
GTR;;35;-3568,19926;7206,39852;7381,25033
