Model;Decoration;K;Llk;AIC;BIC
GTR;+I;36;-930,82527;1933,65054;2073,55028
GTR;+G;36;-931,10765;1934,21530;2074,11504
GTR;+G+I;37;-930,83317;1935,66634;2079,45218
GTR;;35;-935,52960;1941,05920;2077,07284
TN93;+I;33;-939,08250;1944,16500;2072,40643
