Model;Decoration;K;Llk;AIC;BIC
GTR;;35;-195,93925;461,87850;553,75254
GTR;+I;36;-195,77346;463,54692;558,04594
GTR;+G;36;-195,79689;463,59378;558,09280
TN93;;32;-199,95373;463,90746;547,90659
GTR;+G+I;37;-195,79305;465,58610;562,71009
