Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;32;-179,74414;423,48828;504,53146
HKY85;+I;32;-179,81229;423,62458;504,66776
HKY85;;31;-181,18746;424,37492;502,88550
HKY85;+G+I;33;-179,55314;425,10628;508,68206
TN93;+G;33;-179,74187;425,48374;509,05952
GTR;+G;36;-178,25549;428,51098;519,68456
K80;+G;29;-185,36018;428,72036;502,16574
GTR;;35;-179,39671;428,79342;517,43440
GTR;+I;36;-178,41343;428,82686;520,00044
GTR;+G+I;37;-178,15518;430,31036;524,01654
