Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-982,44174;2016,88348;2117,55854
GTR;+I;26;-982,91620;2017,83240;2118,50746
GTR;+G+I;27;-982,31892;2018,63784;2123,18502
TN93;+G;23;-987,69779;2021,39558;2110,45428
GTR;;25;-995,87246;2041,74492;2138,54786
