Model;Decoration;K;Llk;AIC;BIC
K80;+G;19;-1003,92007;2045,84014;2121,29411
K80;+I;19;-1004,00829;2046,01658;2121,47055
K80;+G+I;20;-1003,86356;2047,72712;2127,15235
HKY85;+G;22;-1003,51528;2051,03056;2138,39832
TN93;+G;23;-1003,02250;2052,04500;2143,38402
GTR;+G;26;-1000,06075;2052,12150;2155,37430
GTR;+I;26;-1000,12282;2052,24564;2155,49844
GTR;+G+I;27;-1000,06280;2054,12560;2161,34966
K80;;18;-1019,13856;2074,27712;2145,75983
GTR;;25;-1013,03987;2076,07974;2175,36128
