Model;Decoration;K;Llk;AIC;BIC
TN93;+I;23;-665,64379;1377,28758;1462,39778
TN93;+G;23;-665,64530;1377,29060;1462,40080
HKY85;+I;22;-666,81454;1377,62908;1459,03883
TN93;+G+I;24;-665,64531;1379,29062;1468,10126
GTR;+I;26;-664,87829;1381,75658;1477,96811
GTR;+G;26;-664,89626;1381,79252;1478,00405
GTR;+G+I;27;-664,89629;1383,79258;1483,70455
TN93;;22;-673,44514;1390,89028;1472,30003
GTR;;25;-672,36804;1394,73608;1487,24716
