Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-545,27489;1142,54978;1234,21155
TN93;+G;23;-548,61092;1143,22184;1224,30725
GTR;+I;26;-545,79342;1143,58684;1235,24861
GTR;;25;-546,90816;1143,81632;1231,95264
GTR;+G+I;27;-545,25195;1144,50390;1239,69112
