Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1055,12169;2154,24338;2243,69775
HKY85;+I;22;-1055,58168;2155,16336;2244,61773
HKY85;+G+I;23;-1054,59765;2155,19530;2248,71578
TN93;+G;23;-1054,66193;2155,32386;2248,84434
GTR;+G;26;-1051,89994;2155,79988;2261,51869
GTR;+I;26;-1052,33459;2156,66918;2262,38799
GTR;+G+I;27;-1051,45411;2156,90822;2266,69313
K80;+G;19;-1062,50686;2163,01372;2240,26977
HKY85;;21;-1069,09814;2180,19628;2265,58454
GTR;;25;-1066,11783;2182,23566;2283,88836
