Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-571,33973;1194,67946;1280,17440
GTR;+G+I;27;-571,14600;1196,29200;1285,07520
GTR;+I;26;-572,43382;1196,86764;1282,36258
TN93;+G;23;-580,38004;1206,76008;1282,39022
GTR;;25;-581,47583;1212,95166;1295,15833
