Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1228,40220;2500,80440;2595,30025
HKY85;+I;22;-1228,92028;2501,84056;2596,33641
HKY85;+G+I;23;-1228,08960;2502,17920;2600,97031
TN93;+G;23;-1228,29537;2502,59074;2601,38185
GTR;+G;26;-1226,17943;2504,35886;2616,03577
GTR;+I;26;-1226,73061;2505,46122;2617,13813
GTR;+G+I;27;-1225,89478;2505,78956;2621,76174
HKY85;;21;-1237,04462;2516,08924;2606,28982
GTR;;25;-1234,60120;2519,20240;2626,58405
K80;+G;19;-1245,74944;2529,49888;2611,10893
